date,temperature_2m_min,temperature_2m_max,temperature_2m_mean,windspeed_10m_max,windgusts_10m_max,precipitation_sum,shortwave_radiation_sum,cloudcover_mean,humidity_2m_mean,weathercode,WeatherSimple
2015-01-01,18.5,26.5,21.7,13.2,32.0,4.8,15.69,,,53,1
2015-01-02,18.9,26.2,21.8,13.0,30.6,0.8,15.83,,,51,1
2015-01-03,18.1,26.6,21.5,10.5,26.3,0.0,17.3,,,3,0
2015-01-04,16.5,27.1,21.3,11.4,24.1,0.0,20.74,,,1,0
2015-01-05,17.7,26.8,21.8,11.9,29.2,0.0,18.57,,,3,0
2015-01-06,16.1,25.8,21.2,10.2,29.9,0.0,15.38,,,3,0
2015-01-07,17.2,26.2,21.3,8.6,20.5,0.0,15.24,,,3,0
2015-01-08,16.8,26.3,21.1,11.3,22.7,0.0,16.29,,,3,0
2015-01-09,17.1,25.7,20.9,10.8,23.8,0.0,15.43,,,3,0
2015-01-10,15.7,27.0,20.5,11.3,27.7,0.0,21.89,,,2,0
2015-01-11,10.9,26.4,18.6,12.4,30.2,0.0,22.51,,,0,0
2015-01-12,12.2,26.2,18.8,11.9,30.2,0.0,22.5,,,0,0
2015-01-13,12.2,26.4,18.8,11.0,29.9,0.0,22.48,,,2,0
2015-01-14,12.2,26.5,19.0,12.0,25.9,0.0,22.54,,,2,0
2015-01-15,13.0,26.7,19.4,12.1,25.6,0.0,22.21,,,3,0
2015-01-16,14.7,26.7,20.1,11.9,28.4,0.0,21.55,,,2,0
2015-01-17,15.5,26.9,21.2,11.4,31.0,0.0,16.22,,,3,0
2015-01-18,14.8,27.7,21.3,14.1,26.6,0.0,20.72,,,3,0
2015-01-19,14.5,28.1,21.2,18.1,33.1,0.0,21.48,,,2,0
2015-01-20,14.8,27.0,20.9,16.3,31.7,0.0,18.9,,,3,0
2015-01-21,14.4,26.8,20.3,15.8,31.0,0.0,18.82,,,3,0
2015-01-22,14.3,27.6,20.6,13.4,25.6,0.0,22.06,,,2,0
2015-01-23,16.9,27.4,21.4,17.6,28.8,0.0,21.13,,,3,0
2015-01-24,17.5,26.3,21.2,15.6,33.8,0.4,14.0,,,51,1
2015-01-25,17.6,28.4,22.0,15.7,29.5,0.0,21.64,,,3,0
2015-01-26,13.3,26.9,19.8,14.9,33.5,0.0,22.94,,,1,0
2015-01-27,13.6,27.2,20.0,16.6,33.8,0.0,22.89,,,0,0
2015-01-28,16.1,27.1,20.8,12.9,24.8,0.0,21.43,,,3,0
2015-01-29,16.5,28.2,21.8,13.7,29.5,0.0,17.63,,,3,0
2015-01-30,17.5,28.5,22.3,12.6,31.0,0.0,19.22,,,3,0
2015-01-31,15.8,28.4,21.8,15.9,36.7,0.0,22.86,,,0,0
2015-02-01,14.9,27.8,21.1,13.6,31.3,0.0,23.02,,,1,0
2015-02-02,15.9,27.3,21.0,15.4,35.6,0.0,23.03,,,3,0
2015-02-03,13.6,27.3,20.2,14.0,30.2,0.0,23.31,,,2,0
2015-02-04,14.5,27.4,20.6,14.1,33.1,0.0,22.58,,,3,0
2015-02-05,14.7,27.9,21.3,12.3,30.2,0.0,22.11,,,2,0
2015-02-06,13.9,28.5,21.1,14.4,31.3,0.0,23.44,,,2,0
2015-02-07,15.6,28.7,21.5,15.6,27.4,0.0,23.25,,,3,0
2015-02-08,15.2,29.2,21.7,16.2,29.2,0.0,22.73,,,3,0
2015-02-09,15.1,29.1,21.3,15.9,29.2,0.0,24.06,,,3,0
2015-02-10,14.1,27.7,20.5,14.1,27.4,0.0,23.64,,,3,0
2015-02-11,14.6,28.5,21.4,13.8,23.4,0.0,23.95,,,3,0
2015-02-12,17.4,28.7,22.4,13.8,27.7,0.0,23.27,,,3,0
2015-02-13,16.6,29.4,22.8,14.3,25.9,0.0,23.54,,,3,0
2015-02-14,16.7,30.8,23.5,13.7,25.9,0.0,24.17,,,2,0
2015-02-15,16.4,30.7,23.5,14.0,25.2,0.0,24.36,,,0,0
2015-02-16,16.6,30.7,23.5,11.5,28.4,0.0,24.67,,,0,0
2015-02-17,15.6,30.8,23.2,11.7,28.1,0.0,24.77,,,1,0
2015-02-18,15.3,31.0,23.4,15.1,27.0,0.0,24.96,,,0,0
2015-02-19,15.9,30.4,23.4,15.8,28.1,0.0,24.83,,,3,0
2015-02-20,15.7,29.9,22.8,14.5,33.5,0.0,24.98,,,3,0
2015-02-21,15.5,29.5,22.4,17.7,42.8,0.0,25.3,,,0,0
2015-02-22,15.2,29.7,22.6,19.0,42.5,0.0,25.2,,,0,0
2015-02-23,15.4,29.8,22.5,19.9,44.3,0.0,26.02,,,0,0
2015-02-24,13.9,30.2,22.3,13.0,31.0,0.0,26.55,,,0,0
2015-02-25,14.3,30.5,22.8,13.1,24.1,0.0,25.4,,,0,0
2015-02-26,16.0,31.2,24.1,12.3,24.8,0.0,24.98,,,1,0
2015-02-27,19.3,31.2,25.0,15.6,28.1,0.0,23.65,,,2,0
2015-02-28,19.7,30.0,23.6,15.6,30.6,0.6,19.74,,,53,1
2015-03-01,19.7,29.5,23.4,15.1,38.9,1.6,18.62,,,55,1
2015-03-02,19.8,29.9,24.5,8.4,23.0,0.0,19.36,,,3,0
2015-03-03,20.1,29.6,24.2,8.2,24.5,0.3,19.12,,,51,1
2015-03-04,18.6,28.8,22.9,13.6,25.2,1.1,19.45,,,51,1
2015-03-05,19.1,29.9,23.9,14.7,28.1,1.9,20.87,,,61,2
2015-03-06,19.7,29.6,23.6,15.0,28.8,3.0,19.74,,,55,1
2015-03-07,19.6,28.7,23.3,7.6,26.3,3.4,18.73,,,61,2
2015-03-08,19.3,29.0,23.8,12.7,29.9,0.0,21.18,,,2,0
2015-03-09,17.7,29.7,23.6,13.2,27.0,0.0,22.94,,,2,0
2015-03-10,18.1,30.7,23.8,16.6,36.7,0.0,25.84,,,3,0
2015-03-11,13.9,30.2,22.7,14.8,33.1,0.0,26.62,,,0,0
2015-03-12,16.6,30.0,23.3,16.2,37.8,0.0,25.73,,,3,0
2015-03-13,17.3,30.8,23.6,15.9,36.0,0.0,26.22,,,3,0
2015-03-14,15.9,30.8,23.5,14.3,33.1,0.0,26.38,,,3,0
2015-03-15,19.8,30.2,24.5,12.9,27.7,0.1,20.98,,,51,1
2015-03-16,21.2,31.3,25.6,13.5,28.1,0.0,22.11,,,3,0
2015-03-17,18.0,33.4,25.5,13.9,29.2,0.0,26.44,,,3,0
2015-03-18,17.2,33.8,25.7,13.1,24.8,0.0,26.85,,,3,0
2015-03-19,17.7,33.8,25.9,15.8,30.2,0.0,25.83,,,3,0
2015-03-20,17.5,33.8,25.9,16.9,38.9,0.0,27.49,,,1,0
2015-03-21,18.1,33.9,26.1,14.8,35.6,0.0,27.49,,,0,0
2015-03-22,18.1,34.8,26.9,13.7,33.1,0.0,27.26,,,0,0
2015-03-23,19.5,34.0,27.5,12.3,26.3,0.0,22.97,,,3,0
2015-03-24,20.8,35.0,28.0,15.9,34.2,0.0,25.06,,,1,0
2015-03-25,19.9,33.7,26.9,17.4,38.5,0.0,24.03,,,3,0
2015-03-26,19.4,33.8,26.4,17.9,38.2,0.0,25.45,,,3,0
2015-03-27,18.0,33.2,25.6,15.3,33.1,0.0,26.47,,,3,0
2015-03-28,17.7,33.2,25.7,16.8,32.4,0.0,27.55,,,0,0
2015-03-29,18.9,33.6,26.1,15.9,29.2,0.0,27.04,,,1,0
2015-03-30,19.5,33.5,26.4,17.6,33.1,0.0,26.56,,,2,0
2015-03-31,20.2,32.0,26.4,14.7,30.6,0.0,20.93,,,3,0
2015-04-01,21.0,31.0,25.6,12.7,27.4,1.9,19.49,,,55,1
2015-04-02,21.5,32.4,27.1,8.5,26.3,0.1,22.6,,,51,1
2015-04-03,22.2,32.5,27.7,9.9,29.9,0.0,20.99,,,3,0
2015-04-04,21.6,34.1,28.1,13.0,27.7,0.0,23.21,,,3,0
2015-04-05,23.5,34.4,28.6,13.0,24.1,0.2,23.57,,,51,1
2015-04-06,23.1,33.4,27.7,12.0,28.4,0.5,21.38,,,51,1
2015-04-07,22.4,33.8,28.0,15.9,22.7,0.1,22.08,,,51,1
2015-04-08,22.3,33.4,27.7,15.8,30.6,0.0,22.34,,,3,0
2015-04-09,22.3,33.6,27.5,15.3,33.1,0.0,22.91,,,3,0
2015-04-10,22.2,33.1,27.2,13.8,27.0,0.0,22.57,,,2,0
2015-04-11,21.9,32.8,27.1,9.4,25.2,0.1,22.0,,,51,1
2015-04-12,20.4,30.4,24.4,8.8,24.8,22.7,19.99,,,63,2
2015-04-13,19.4,26.6,22.2,7.2,25.2,16.1,17.23,,,63,2
2015-04-14,18.6,27.0,21.7,9.1,21.6,9.8,19.93,,,63,2
2015-04-15,18.2,26.2,22.1,12.9,26.3,1.0,20.38,,,51,1
2015-04-16,19.2,27.8,22.6,11.4,25.2,1.5,21.77,,,51,1
2015-04-17,19.2,28.1,23.7,8.6,23.0,0.0,22.62,,,2,0
2015-04-18,19.4,28.5,24.1,10.0,27.7,0.4,22.32,,,51,1
2015-04-19,19.4,29.8,24.9,11.9,28.1,0.0,24.44,,,2,0
2015-04-20,19.9,30.2,25.1,11.7,22.0,0.0,24.54,,,3,0
2015-04-21,20.2,30.6,24.7,13.0,26.3,0.8,23.82,,,51,1
2015-04-22,20.9,31.4,25.5,11.1,24.8,2.2,25.0,,,61,2
2015-04-23,21.5,29.5,24.6,8.7,25.2,4.8,20.3,,,61,2
2015-04-24,20.3,30.6,24.4,10.3,22.3,4.3,23.62,,,63,2
2015-04-25,20.2,30.0,24.3,9.7,29.2,0.3,22.26,,,51,1
2015-04-26,20.1,29.6,23.8,11.1,26.6,4.1,21.74,,,63,2
2015-04-27,19.7,29.7,24.7,9.4,32.8,0.0,22.78,,,3,0
2015-04-28,19.6,31.4,25.4,8.6,30.6,0.0,24.99,,,3,0
2015-04-29,19.9,31.3,25.8,9.3,29.2,0.4,24.29,,,51,1
2015-04-30,20.8,32.2,25.2,11.0,28.1,7.8,23.8,,,61,2
2015-05-01,20.7,31.9,25.8,9.8,26.6,0.0,22.85,,,3,0
2015-05-02,21.5,32.3,25.7,12.9,30.2,2.8,24.6,,,61,2
2015-05-03,21.3,31.1,24.9,8.8,28.1,6.7,23.51,,,61,2
2015-05-04,20.4,30.8,25.1,7.2,27.0,1.8,23.37,,,53,1
2015-05-05,20.0,30.8,25.6,9.1,24.5,0.0,24.26,,,3,0
2015-05-06,21.2,30.1,25.2,7.2,25.6,3.8,19.71,,,55,1
2015-05-07,20.0,30.8,25.2,9.4,29.2,1.1,21.17,,,51,1
2015-05-08,20.9,32.1,26.2,10.9,28.1,0.0,24.02,,,3,0
2015-05-09,21.7,33.3,27.1,11.5,29.9,0.0,22.92,,,3,0
2015-05-10,22.1,32.8,27.1,11.2,31.3,0.5,20.75,,,51,1
2015-05-11,22.0,32.1,25.8,11.4,29.2,1.1,20.12,,,53,1
2015-05-12,21.5,30.3,25.4,10.5,28.4,0.0,12.35,,,3,0
2015-05-13,20.7,29.7,23.8,14.0,32.8,2.0,15.81,,,53,1
2015-05-14,21.3,28.6,23.2,12.3,36.0,6.2,13.46,,,63,2
2015-05-15,21.4,27.0,23.6,9.4,23.0,3.6,13.37,,,55,1
2015-05-16,20.9,28.2,23.3,13.3,26.6,20.4,14.39,,,65,2
2015-05-17,20.5,28.3,23.5,10.4,24.8,13.6,16.67,,,63,2
2015-05-18,20.1,29.4,24.0,11.8,29.5,15.9,20.76,,,63,2
2015-05-19,20.2,29.6,24.1,14.0,31.3,7.8,20.4,,,63,2
2015-05-20,21.3,31.4,25.5,13.9,32.4,0.5,25.23,,,51,1
2015-05-21,21.5,31.0,25.7,18.8,38.2,0.8,25.21,,,51,1
2015-05-22,21.9,31.6,25.8,16.6,33.1,2.5,22.4,,,61,2
2015-05-23,21.6,31.0,25.2,16.4,37.8,5.7,24.16,,,63,2
2015-05-24,21.2,31.5,25.7,16.6,36.4,0.3,25.4,,,51,1
2015-05-25,21.1,31.4,25.8,17.3,38.2,0.0,25.7,,,3,0
2015-05-26,20.3,31.4,25.7,15.5,34.6,0.0,26.0,,,3,0
2015-05-27,21.2,30.9,25.4,16.6,34.9,0.8,21.8,,,51,1
2015-05-28,21.5,29.7,25.5,14.8,34.9,0.0,21.68,,,3,0
2015-05-29,22.0,30.3,24.8,14.1,31.3,11.9,21.56,,,63,2
2015-05-30,21.1,31.6,25.3,14.4,30.6,4.5,25.33,,,61,2
2015-05-31,21.1,31.2,25.1,10.8,27.4,43.3,24.74,,,65,2
2015-06-01,21.1,29.4,24.1,16.4,32.4,17.6,19.73,,,63,2
2015-06-02,20.7,28.3,23.8,15.7,33.5,8.0,19.31,,,63,2
2015-06-03,20.7,28.9,24.3,9.7,25.2,5.4,22.3,,,61,2
2015-06-04,20.6,28.3,23.6,10.2,26.6,10.8,17.57,,,63,2
2015-06-05,20.2,28.6,23.7,10.6,25.2,5.9,21.99,,,63,2
2015-06-06,20.4,29.1,24.7,12.2,32.4,0.0,22.05,,,3,0
2015-06-07,21.1,29.4,24.7,14.3,31.0,0.9,24.61,,,51,1
2015-06-08,20.5,28.2,24.1,17.6,39.2,2.2,21.88,,,61,2
2015-06-09,20.1,28.1,23.7,15.9,34.9,0.6,19.11,,,51,1
2015-06-10,21.2,29.2,24.9,15.9,36.4,0.0,19.8,,,3,0
2015-06-11,20.7,29.0,24.0,15.2,35.3,8.2,23.3,,,63,2
2015-06-12,20.0,27.0,22.6,15.9,34.9,6.8,14.81,,,63,2
2015-06-13,19.9,26.9,22.9,17.3,37.8,2.7,14.97,,,55,1
2015-06-14,19.9,26.7,22.3,20.9,45.7,8.3,17.65,,,63,2
2015-06-15,19.3,26.2,22.6,21.5,51.8,0.4,13.56,,,51,1
2015-06-16,20.6,26.7,22.5,21.0,49.0,2.8,14.77,,,53,1
2015-06-17,20.3,26.0,22.4,25.5,60.8,1.4,14.17,,,53,1
2015-06-18,20.2,24.2,21.5,26.3,52.6,5.0,7.99,,,55,1
2015-06-19,20.4,24.4,21.8,32.5,69.1,3.3,9.6,,,53,1
2015-06-20,20.3,24.3,21.4,32.0,66.6,5.0,7.79,,,53,1
2015-06-21,21.1,25.0,22.3,26.6,79.2,1.6,10.04,,,53,1
2015-06-22,21.0,26.0,23.0,33.8,69.8,0.5,15.08,,,51,1
2015-06-23,20.9,26.5,22.8,29.8,68.8,1.2,14.61,,,51,1
2015-06-24,20.7,26.7,23.2,31.2,60.8,0.4,17.56,,,51,1
2015-06-25,21.0,26.9,23.4,32.9,63.4,0.3,15.89,,,51,1
2015-06-26,21.6,26.9,23.6,33.5,65.9,0.4,16.65,,,51,1
2015-06-27,21.4,27.0,23.7,29.5,61.2,0.2,14.7,,,51,1
2015-06-28,21.6,27.7,24.1,25.2,51.1,0.6,17.49,,,51,1
2015-06-29,20.0,28.5,23.1,16.2,40.3,2.0,19.38,,,53,1
2015-06-30,20.0,28.0,23.8,17.7,42.1,0.2,21.05,,,51,1
2015-07-01,20.0,28.1,23.8,18.4,41.0,0.1,20.15,,,51,1
2015-07-02,19.7,28.0,23.4,16.8,38.9,0.3,20.04,,,51,1
2015-07-03,19.8,28.0,23.2,19.6,41.4,3.5,17.33,,,61,2
2015-07-04,20.7,28.5,24.2,22.1,47.5,0.1,20.21,,,51,1
2015-07-05,19.7,29.0,24.1,22.9,50.4,0.0,19.72,,,3,0
2015-07-06,18.9,29.6,23.8,25.4,53.6,0.0,24.32,,,3,0
2015-07-07,18.2,28.6,23.3,25.7,54.0,0.0,22.1,,,3,0
2015-07-08,20.6,28.4,23.5,22.8,49.3,1.4,18.12,,,55,1
2015-07-09,21.1,28.0,23.6,25.6,52.2,2.5,17.26,,,53,1
2015-07-10,21.6,27.0,23.4,23.2,59.4,2.4,14.87,,,53,1
2015-07-11,21.0,27.5,23.5,27.7,56.9,0.8,17.52,,,53,1
2015-07-12,20.9,28.4,24.0,25.4,51.5,0.3,17.59,,,51,1
2015-07-13,20.2,28.8,24.2,19.1,43.6,0.3,20.96,,,51,1
2015-07-14,20.6,27.9,23.9,17.7,39.6,0.6,15.87,,,51,1
2015-07-15,20.6,27.5,23.0,20.4,47.9,8.0,13.51,,,63,2
2015-07-16,21.0,26.7,23.0,21.8,46.1,0.4,11.87,,,51,1
2015-07-17,20.1,28.3,23.1,22.8,54.7,2.1,16.64,,,61,2
2015-07-18,21.1,27.6,22.8,25.1,61.9,4.0,14.99,,,61,2
2015-07-19,20.5,24.2,21.9,23.0,63.7,6.7,10.87,,,61,2
2015-07-20,19.3,27.6,22.1,27.9,60.1,3.0,15.82,,,61,2
2015-07-21,20.4,26.9,22.5,21.1,49.0,7.6,14.55,,,61,2
2015-07-22,20.0,25.9,22.1,22.4,47.9,17.1,15.34,,,63,2
2015-07-23,20.2,25.9,22.3,21.5,44.3,2.1,11.97,,,53,1
2015-07-24,20.1,26.0,22.3,22.3,51.1,1.0,13.94,,,51,1
2015-07-25,18.9,26.0,21.4,19.8,45.0,7.0,11.0,,,61,2
2015-07-26,19.8,25.5,22.0,21.6,44.6,1.5,11.74,,,51,1
2015-07-27,19.6,25.7,21.5,20.2,46.8,9.6,12.88,,,63,2
2015-07-28,19.4,27.4,22.4,17.9,39.6,2.3,17.96,,,55,1
2015-07-29,18.4,27.5,23.0,20.0,42.8,0.0,23.19,,,3,0
2015-07-30,18.6,27.0,22.9,20.7,43.9,0.0,19.98,,,3,0
2015-07-31,19.6,27.0,22.2,18.5,40.3,8.0,16.57,,,63,2
2015-08-01,19.1,27.1,22.1,18.2,41.8,5.3,15.04,,,63,2
2015-08-02,19.8,26.8,22.2,19.9,48.2,2.4,16.29,,,55,1
2015-08-03,19.2,26.8,22.2,19.4,44.6,2.3,17.32,,,53,1
2015-08-04,19.9,26.7,22.4,20.3,44.3,1.9,15.63,,,53,1
2015-08-05,20.1,26.9,22.5,23.4,51.8,1.7,17.74,,,55,1
2015-08-06,20.6,26.6,23.0,26.6,55.8,0.7,17.36,,,51,1
2015-08-07,20.9,27.0,23.1,22.7,49.7,0.6,16.12,,,51,1
2015-08-08,20.4,27.1,23.2,22.2,45.7,0.4,16.38,,,51,1
2015-08-09,20.8,27.4,23.0,23.1,49.7,9.5,16.58,,,63,2
2015-08-10,20.4,27.1,22.4,21.8,51.5,8.9,14.84,,,63,2
2015-08-11,20.5,27.2,22.9,22.0,45.7,6.4,16.4,,,63,2
2015-08-12,20.0,24.6,21.7,20.6,50.0,4.7,10.34,,,55,1
2015-08-13,20.5,26.2,22.6,21.3,47.5,0.6,12.76,,,51,1
2015-08-14,20.8,27.5,23.4,19.1,44.3,1.0,18.2,,,51,1
2015-08-15,19.9,27.8,23.4,16.9,36.0,0.3,18.6,,,51,1
2015-08-16,20.2,27.6,23.1,16.9,34.9,8.2,18.16,,,61,2
2015-08-17,19.9,27.2,22.8,16.7,30.2,21.4,16.71,,,63,2
2015-08-18,19.6,28.0,23.9,7.1,21.6,4.3,21.42,,,61,2
2015-08-19,20.8,28.5,23.8,12.7,29.5,2.7,19.09,,,61,2
2015-08-20,19.5,28.0,23.7,12.9,28.4,4.2,22.14,,,55,1
2015-08-21,20.2,27.2,22.8,14.0,35.3,12.6,17.97,,,63,2
2015-08-22,20.1,23.9,21.4,17.4,31.3,13.9,8.28,,,61,2
2015-08-23,19.4,26.5,22.0,18.9,43.2,4.2,15.89,,,55,1
2015-08-24,18.6,26.5,22.5,19.0,38.5,0.0,19.42,,,3,0
2015-08-25,18.1,26.7,22.5,19.5,40.0,0.0,18.49,,,3,0
2015-08-26,18.8,26.4,22.3,19.2,38.2,1.3,16.47,,,53,1
2015-08-27,19.8,26.5,22.0,19.2,41.8,8.6,13.54,,,63,2
2015-08-28,18.6,27.0,22.5,18.8,40.3,0.0,20.03,,,3,0
2015-08-29,18.0,26.7,22.6,17.8,40.7,0.0,17.94,,,3,0
2015-08-30,18.7,27.0,23.0,16.3,37.1,0.0,20.55,,,3,0
2015-08-31,18.9,28.3,23.5,16.9,37.1,0.0,22.58,,,3,0
2015-09-01,18.9,28.2,23.6,13.4,30.2,0.0,23.46,,,3,0
2015-09-02,18.7,28.4,23.6,12.0,29.5,0.0,21.64,,,3,0
2015-09-03,19.4,28.3,23.7,9.0,19.8,0.3,21.47,,,51,1
2015-09-04,20.2,28.8,23.7,8.1,20.2,25.7,21.99,,,63,2
2015-09-05,20.2,27.9,23.3,6.4,19.1,8.3,20.16,,,63,2
2015-09-06,19.7,27.7,23.1,11.4,26.3,6.9,21.13,,,61,2
2015-09-07,20.1,25.7,21.9,14.4,32.0,23.0,11.45,,,63,2
2015-09-08,18.8,24.7,21.4,17.2,40.3,3.9,13.59,,,53,1
2015-09-09,18.9,25.9,21.9,17.6,40.7,3.7,16.99,,,61,2
2015-09-10,18.8,25.8,22.0,17.1,37.8,0.3,17.06,,,51,1
2015-09-11,18.8,26.4,22.4,19.7,41.4,0.0,19.24,,,3,0
2015-09-12,18.3,27.3,22.5,20.2,43.2,0.0,19.5,,,3,0
2015-09-13,17.8,27.0,22.4,21.6,43.6,0.0,19.26,,,3,0
2015-09-14,19.3,26.0,22.5,25.2,50.0,0.5,16.71,,,51,1
2015-09-15,19.6,25.0,21.9,26.6,54.0,0.6,13.0,,,51,1
2015-09-16,20.3,25.8,22.3,24.1,52.6,2.6,16.4,,,61,2
2015-09-17,19.8,27.3,23.2,23.4,47.9,0.0,17.73,,,3,0
2015-09-18,18.6,26.9,22.8,20.1,41.8,0.0,16.37,,,3,0
2015-09-19,19.7,27.1,23.2,17.7,37.4,0.5,18.17,,,51,1
2015-09-20,19.4,26.6,22.5,16.5,34.9,2.1,14.47,,,61,2
2015-09-21,18.4,27.0,22.3,13.4,29.5,0.0,18.28,,,3,0
2015-09-22,17.4,28.4,23.1,8.9,20.5,0.0,23.99,,,3,0
2015-09-23,17.8,28.3,23.8,9.5,20.5,0.0,22.64,,,3,0
2015-09-24,20.4,28.9,23.6,10.2,20.2,13.3,20.76,,,63,2
2015-09-25,19.0,28.2,23.2,10.5,19.8,15.6,22.05,,,63,2
2015-09-26,19.6,26.8,22.9,11.5,26.6,6.1,18.71,,,63,2
2015-09-27,19.1,27.7,22.9,8.2,26.6,14.2,19.65,,,63,2
2015-09-28,19.7,27.2,22.6,8.7,24.1,3.1,17.33,,,53,1
2015-09-29,18.7,26.6,22.6,10.0,25.2,1.3,19.3,,,51,1
2015-09-30,19.9,26.3,22.4,11.5,31.7,4.9,17.09,,,61,2
2015-10-01,19.2,26.5,22.3,10.0,24.1,3.9,16.53,,,61,2
2015-10-02,20.2,27.0,23.1,12.2,28.4,0.8,19.16,,,53,1
2015-10-03,19.3,26.5,23.0,15.7,33.8,0.0,16.77,,,3,0
2015-10-04,20.6,26.4,22.3,14.3,34.9,22.8,12.86,,,63,2
2015-10-05,19.6,25.8,21.8,13.7,24.5,12.4,12.09,,,61,2
2015-10-06,19.4,26.6,22.5,13.4,33.1,6.2,17.49,,,61,2
2015-10-07,20.0,27.2,23.1,11.4,32.0,0.0,21.02,,,3,0
2015-10-08,19.1,26.7,22.8,18.4,37.4,0.6,18.09,,,51,1
2015-10-09,19.5,26.2,22.3,15.6,38.9,4.3,14.88,,,61,2
2015-10-10,19.4,27.1,22.5,16.5,36.7,4.8,16.88,,,61,2
2015-10-11,19.5,26.7,22.5,7.4,19.4,9.1,17.33,,,63,2
2015-10-12,19.8,27.6,23.2,8.8,29.2,1.9,19.89,,,51,1
2015-10-13,18.3,28.1,23.0,8.8,22.7,0.0,22.73,,,1,0
2015-10-14,16.3,27.9,22.2,10.5,24.8,0.0,24.56,,,2,0
2015-10-15,16.0,28.3,22.4,8.6,22.0,0.0,22.83,,,2,0
2015-10-16,17.7,28.2,23.0,11.4,27.7,0.0,22.12,,,1,0
2015-10-17,17.7,28.1,22.8,11.3,25.2,0.0,23.48,,,2,0
2015-10-18,18.6,27.9,23.0,11.6,24.1,0.0,21.71,,,1,0
2015-10-19,19.0,28.9,23.2,10.9,23.8,0.0,23.62,,,3,0
2015-10-20,19.9,28.4,23.7,11.4,29.9,0.0,21.48,,,3,0
2015-10-21,18.5,28.7,23.4,11.3,28.4,0.0,23.1,,,3,0
2015-10-22,17.0,29.0,23.0,12.1,28.4,0.0,23.84,,,1,0
2015-10-23,16.1,28.5,22.2,11.8,29.9,0.0,24.53,,,1,0
2015-10-24,17.6,28.6,22.1,16.3,34.2,0.0,24.23,,,3,0
2015-10-25,15.0,28.1,21.7,14.8,32.0,0.0,23.91,,,3,0
2015-10-26,17.9,26.9,22.3,15.4,34.9,0.0,18.58,,,3,0
2015-10-27,17.8,27.4,22.7,11.8,29.9,0.0,18.8,,,3,0
2015-10-28,18.8,27.9,22.9,12.2,32.0,0.1,18.55,,,51,1
2015-10-29,19.8,28.3,23.4,10.9,26.3,0.0,19.35,,,3,0
2015-10-30,19.1,28.6,23.3,12.5,36.0,0.0,20.6,,,3,0
2015-10-31,19.5,27.6,22.8,14.2,32.8,0.6,16.11,,,51,1
2015-11-01,19.9,26.0,22.0,12.0,31.3,18.0,12.54,,,63,2
2015-11-02,19.9,24.9,21.5,12.2,22.3,9.7,9.4,,,63,2
2015-11-03,19.6,26.4,22.0,6.6,18.7,16.3,15.68,,,63,2
2015-11-04,19.4,26.2,21.8,7.0,18.7,22.6,14.43,,,63,2
2015-11-05,18.2,26.3,22.0,10.7,28.4,0.0,18.9,,,3,0
2015-11-06,17.2,27.0,22.1,14.3,31.7,0.0,21.37,,,3,0
2015-11-07,19.0,26.8,22.3,15.3,34.2,0.0,18.24,,,3,0
2015-11-08,18.5,26.3,22.0,18.9,43.2,0.0,17.38,,,3,0
2015-11-09,18.0,20.9,19.4,25.5,48.2,32.0,5.18,,,63,2
2015-11-10,17.0,20.8,18.5,24.1,55.8,9.9,3.89,,,63,2
2015-11-11,18.7,22.8,20.4,15.5,32.4,4.7,6.94,,,63,2
2015-11-12,19.5,26.0,21.6,15.8,30.6,5.9,13.0,,,55,1
2015-11-13,18.5,24.8,21.0,14.0,29.5,5.3,13.2,,,55,1
2015-11-14,17.1,24.3,20.4,16.0,33.8,0.0,15.02,,,3,0
2015-11-15,16.7,22.0,18.2,15.3,33.8,24.4,7.65,,,63,2
2015-11-16,16.5,18.3,17.4,17.4,34.9,126.6,2.01,,,65,2
2015-11-17,17.1,20.1,18.3,16.9,27.4,17.6,4.24,,,63,2
2015-11-18,18.0,22.4,19.6,16.0,32.4,1.1,7.24,,,51,1
2015-11-19,18.9,23.6,20.4,12.6,25.2,13.8,8.04,,,63,2
2015-11-20,19.3,24.8,21.2,14.5,37.1,4.3,11.66,,,61,2
2015-11-21,19.1,25.2,21.4,15.9,36.0,2.3,13.26,,,53,1
2015-11-22,19.8,24.1,21.2,20.5,42.1,4.1,12.14,,,53,1
2015-11-23,19.4,23.8,20.7,20.1,38.5,14.5,8.04,,,63,2
2015-11-24,18.5,25.5,21.4,17.1,38.2,3.7,15.32,,,61,2
2015-11-25,16.7,25.4,20.2,11.3,28.4,0.0,21.78,,,3,0
2015-11-26,14.9,25.7,20.6,10.0,26.6,0.0,20.18,,,3,0
2015-11-27,17.2,26.6,21.7,10.2,24.5,0.0,19.94,,,3,0
2015-11-28,14.7,25.9,19.8,9.8,22.0,0.0,21.12,,,3,0
2015-11-29,17.5,23.7,20.0,19.5,37.4,4.0,9.01,,,53,1
2015-11-30,19.0,24.6,20.6,11.9,31.3,14.5,8.73,,,63,2
2015-12-01,19.4,23.2,20.6,16.8,41.8,4.8,8.38,,,63,2
2015-12-02,18.8,21.2,19.7,18.2,29.2,19.1,2.77,,,63,2
2015-12-03,18.4,23.1,19.9,14.6,29.9,9.9,5.74,,,61,2
2015-12-04,16.8,25.3,20.5,20.0,40.3,0.0,19.55,,,2,0
